,Return,Sequence,Label,Time
34517,0.402475307,165,0,15:00
34523,0.211361077,165,0,15:00
34610,-0.322283535,165,0,15:00
34694,0.063415264,165,0,15:00
35117,-0.136751365,165,0,15:00
35121,0.396802763,165,0,15:00
35287,-0.133736228,165,0,15:00
35497,-0.157001997,165,0,15:00
35564,0.885569485,165,0,15:00
35793,-0.394646361,165,0,15:00
35814,0.658730943,165,0,15:00
36359,0.132664564,165,0,15:00
36936,0.365652521,165,0,15:00
37096,-0.553766505,165,0,15:00
37175,0.10593652,165,0,15:00
37202,-0.454678088,165,0,15:00
37369,0.016031065,165,0,15:00
37441,-0.207223127,165,0,15:00
37531,0.427026328,165,0,15:00
37697,0.137905268,165,0,15:00
37772,0.399045421,165,0,15:00
38134,0.64407128,165,0,15:00
38882,-0.54466822,165,0,15:00
39370,0.331309987,165,0,15:00
39862,0.524198427,165,0,15:00
39938,-1.20231977,165,0,15:00
40070,-1.193977253,165,0,15:00
40191,-1.06833139,165,0,15:00
40341,0.35115769,165,0,15:00
40750,-0.362748172,165,0,15:00
40891,-0.637189525,165,0,15:00
41017,0.386157998,165,0,15:00
41026,0.351022869,165,0,15:00
41068,-0.505605044,165,0,15:00
41358,0.640620162,165,0,15:00
41425,0.091177819,165,0,15:00
41726,1.106418661,165,0,15:00
41815,-0.248581902,165,0,15:00
41833,-0.692624289,165,0,15:00
42198,-0.067595682,165,0,15:00
42461,-0.234947307,165,0,15:00
42724,0.011078112,165,0,15:00
43567,-0.02874022,165,0,15:00
43757,0.08071025,165,0,15:00
44206,-0.271099167,165,0,15:00
45136,-0.095786774,165,0,15:00
45179,-0.036697248,165,0,15:00
45291,1.052164367,165,0,15:00
45346,-0.079943482,165,0,15:00
45378,-0.467032113,165,0,15:00
45424,0.450878026,165,0,15:00
45509,0.355535164,165,0,15:00
45820,0.456324831,165,0,15:00
45937,1.648749552,165,0,15:00
46072,-0.92229765,165,0,15:00
46269,-0.035038957,165,0,15:00
46283,0.056189097,165,0,15:00
46777,-0.606265151,165,0,15:00
47087,0.182192776,165,0,15:00
47368,-1.293588433,165,0,15:00
47487,-0.995805865,165,0,15:00
47539,0.42290697,165,0,15:00
47736,0.236864347,165,0,15:00
47828,-0.603123168,165,0,15:00
48165,-0.033248808,165,0,15:00
48542,0.694013743,165,0,15:00
48696,-0.020263425,165,0,15:00
48744,0.149832165,165,0,15:00
48773,-0.337592967,165,0,15:00
48788,-0.882595107,165,0,15:00
48811,0.342314825,165,0,15:00
48820,-0.965152704,165,0,15:00
49374,-0.676104944,165,0,15:00
49565,-0.078322471,165,0,15:00
49811,0.079771193,165,0,15:00
49837,-0.03866976,165,0,15:00
50114,0.142301346,165,0,15:00
50124,-0.313699319,165,0,15:00
50166,0.347997445,165,0,15:00
50272,-1.142237576,165,0,15:00
50469,0.738597301,165,0,15:00
50841,0.187498038,165,0,15:00
50843,0.0633539,165,0,15:00
51241,0.235824893,165,0,15:00
51248,-0.021609026,165,0,15:00
51361,0.208608528,165,0,15:00
51608,-0.15178462,165,0,15:00
51671,-0.04627577,165,0,15:00
51814,-0.250773,165,0,15:00
52007,-0.604599558,165,0,15:00
52391,-0.206704693,165,0,15:00
52419,0.520959824,165,0,15:00
52582,-0.279824643,165,0,15:00
53189,-0.473667767,165,0,15:00
53263,-0.724726321,165,0,15:00
53359,-0.111630021,165,0,15:00
54072,-0.131948968,165,0,15:00
54281,0.481886759,165,0,15:00
54530,0.311978915,165,0,15:00
54634,-0.089074396,165,0,15:00
54726,0.255361952,165,0,15:00
54773,0.983631517,165,0,15:00
54859,0.174002615,165,0,15:00
54905,0.234953919,165,0,15:00
55383,-1.064165592,165,0,15:00
55472,-0.060986406,165,0,15:00
55605,0.221030658,165,0,15:00
55628,0.270722614,165,0,15:00
55985,0.713733231,165,0,15:00
56018,-0.48350261,165,0,15:00
56034,0.409287281,165,0,15:00
56133,-1.117840851,165,0,15:00
56297,0.234887299,165,0,15:00
56685,0.296713757,165,0,15:00
56741,-0.018127436,165,0,15:00
56937,-0.386456341,165,0,15:00
57292,-0.293731001,165,0,15:00
57643,0.295600379,165,0,15:00
57786,0.034620045,165,0,15:00
58185,0.112088102,165,0,15:00
87680,0.245238061,165,0,15:00
88353,0.023919164,165,0,15:00
88378,0.223864745,165,0,15:00
88510,0.32426684,165,0,15:00
88686,0.764492318,165,0,15:00
88707,-0.488135866,165,0,15:00
88730,-0.019233344,165,0,15:00
88797,0.079493737,165,0,15:00
90075,-0.007406036,165,0,15:00
90277,-0.008778113,165,0,15:00
90452,-0.045277551,165,0,15:00
90757,-0.083177101,165,0,15:00
91629,0.077638959,165,0,15:00
92042,-1.004159489,165,0,15:00
92118,-0.515984758,165,0,15:00
92121,0.551816104,165,0,15:00
92238,0.512076942,165,0,15:00
92552,-1.652184583,165,0,15:00
92583,0.076979718,165,0,15:00
92615,0.210327098,165,0,15:00
92636,0.168983197,165,0,15:00
92784,0.755026117,165,0,15:00
92806,-0.587258247,165,0,15:00
92995,0.347222222,165,0,15:00
93218,1.550084859,165,0,15:00
93557,0.273863696,165,0,15:00
93704,0.800952929,165,0,15:00
94196,0.020462102,165,0,15:00
94367,0.301639288,165,0,15:00
94620,-0.485462283,165,0,15:00
94660,0.062695256,165,0,15:00
94682,-0.031926738,165,0,15:00
94758,0.795606192,165,0,15:00
94796,-0.479720051,165,0,15:00
94843,0.141319251,165,0,15:00
94905,0.716039964,165,0,15:00
95058,-0.349837971,165,0,15:00
95477,-0.310074575,165,0,15:00
95621,-0.52548456,165,0,15:00
95702,0.08175278,165,0,15:00
96544,1.50814048,165,0,15:00
96925,-0.276195974,165,0,15:00
97025,-0.957408598,165,0,15:00
97327,-0.259939566,165,0,15:00
97392,0.2669202,165,0,15:00
97568,-0.43074884,165,0,15:00
97918,0.235035639,165,0,15:00
98122,-0.13820056,165,0,15:00
98820,0.851754258,165,0,15:00
99707,-0.233590232,165,0,15:00
99832,0.140186916,165,0,15:00
100061,0.211655677,165,0,15:00
100387,-0.028030055,165,0,15:00
100765,0.160032688,165,0,15:00
100810,0.643987588,165,0,15:00
100970,-1.187235909,165,0,15:00
101914,0.77518456,165,0,15:00
101926,-0.233701354,165,0,15:00
102097,0.8031684,165,0,15:00
102137,-0.461348218,165,0,15:00
102163,-1.1852354,165,0,15:00
102430,-0.182385311,165,0,15:00
102912,0.590906173,165,0,15:00
103275,-0.176756518,165,0,15:00
103304,0.491648282,165,0,15:00
103394,-0.356822096,165,0,15:00
103442,0.173203638,165,0,15:00
104191,0.066605347,165,0,15:00
104289,-0.568055987,165,0,15:00
104555,0.005453499,165,0,15:00
104825,-0.206200463,165,0,15:00
104908,0.995304485,165,0,15:00
105248,-0.128810648,165,0,15:00
105441,-1.243586201,165,0,15:00
105507,0.762607881,165,0,15:00
105550,-0.075370121,165,0,15:00
105775,-0.036717459,165,0,15:00
105778,0.527533713,165,0,15:00
106128,0.266567688,165,0,15:00
106340,-0.805070435,165,0,15:00
106420,-0.15035567,165,0,15:00
106479,-0.459204296,165,0,15:00
106584,-0.044072279,165,0,15:00
106591,0.121175401,165,0,15:00
520,-0.140634961,166,0,15:02
698,0.580971035,166,0,15:02
1060,0.669896704,166,0,15:02
1097,0.14964155,166,0,15:02
1184,0.149315649,166,0,15:02
1204,-0.928590112,166,0,15:02
1401,-0.013282296,166,0,15:02
1965,0.086510018,166,0,15:02
2008,-0.134877015,166,0,15:02
2026,-0.411346333,166,0,15:02
2127,1.637770688,166,0,15:02
2599,1.144505787,166,0,15:02
2657,-0.030801217,166,0,15:02
2670,-0.854631053,166,0,15:02
2807,0.641570912,166,0,15:02
3213,-1.216543151,166,0,15:02
3251,0.338772763,166,0,15:02
3636,-0.774228855,166,0,15:02
3744,0.34832029,166,0,15:02
3803,-0.02072876,166,0,15:02
4247,-0.943791773,166,0,15:02
4281,0.691805927,166,0,15:02
4393,0.172724874,166,0,15:02
4488,-0.601289932,166,0,15:02
4623,0.374908559,166,0,15:02
4642,-0.333364195,166,0,15:02
4686,0.538300693,166,0,15:02
5231,-0.520718435,166,0,15:02
5487,0.678780042,166,0,15:02
5515,0,166,0,15:02
6094,-0.242130751,166,0,15:02
6217,0.448946599,166,0,15:02
6303,-0.167457438,166,0,15:02
6521,-0.595147837,166,0,15:02
6879,0.461416657,166,0,15:02
6970,-0.404677535,166,0,15:02
7031,1.598230379,166,0,15:02
7397,-0.258098911,166,0,15:02
7453,0.023424289,166,0,15:02
7665,0.070850202,166,0,15:02
7925,-0.728428145,166,0,15:02
8057,0.72335481,166,0,15:02
8311,-0.924060107,166,0,15:02
8554,-0.003335056,166,0,15:02
8622,0.25491727,166,0,15:02
8749,-0.355365971,166,0,15:02
8825,0.758394144,166,0,15:02
8854,0.158758912,166,0,15:02
8879,-0.095100871,166,0,15:02
9427,0.159045781,166,0,15:02
9542,0.127235619,166,0,15:02
9801,-0.111695679,166,0,15:02
10057,-0.994502974,166,0,15:02
10213,0.909027244,166,0,15:02
10449,-0.106818898,166,0,15:02
10726,-0.272741402,166,0,15:02
10742,-0.030468778,166,0,15:02
11125,-0.033918426,166,0,15:02
11243,0.518509315,166,0,15:02
11571,-0.168586864,166,0,15:02
11589,-0.909800842,166,0,15:02
11612,-1.38689248,166,0,15:02
11794,-0.142671855,166,0,15:02
12433,0.416196426,166,0,15:02
12518,0.277635067,166,0,15:02
12590,0.267545384,166,0,15:02
12609,0.181329115,166,0,15:02
12643,-0.020599868,166,0,15:02
12649,0.065883447,166,0,15:02
13019,0.186592951,166,0,15:02
13352,-0.508299259,166,0,15:02
13771,-0.038524384,166,0,15:02
13780,0.721937256,166,0,15:02
14045,0.918830704,166,0,15:02
14584,0.139812176,166,0,15:02
14603,-0.805104033,166,0,15:02
14747,-0.002805026,166,0,15:02
14907,-0.053830228,166,0,15:02
14959,-0.020885547,166,0,15:02
15073,0.028615374,166,0,15:02
15757,1.596464881,166,0,15:02
15954,0.128494949,166,0,15:02
15982,0.45425879,166,0,15:02
16254,0.91209098,166,0,15:02
16262,0.34984278,166,0,15:02
16542,-0.669620456,166,0,15:02
16756,0.450317958,166,0,15:02
17023,-0.541860022,166,0,15:02
17323,-0.877657039,166,0,15:02
17617,-0.389880559,166,0,15:02
17959,0.309709994,166,0,15:02
18248,0.808477698,166,0,15:02
18266,0.1848176,166,0,15:02
18940,0,166,0,15:02
19046,0.037911057,166,0,15:02
19168,0.061438965,166,0,15:02
19257,-0.459434404,166,0,15:02
19684,0.751617518,166,0,15:02
19736,0.972585459,166,0,15:02
19810,0.755996905,166,0,15:02
20029,0.871946675,166,0,15:02
20080,-0.517660628,166,0,15:02
20632,0,166,0,15:02
20869,-0.505019304,166,0,15:02
21213,-0.60321962,166,0,15:02
21319,0.363378772,166,0,15:02
21358,-0.657546468,166,0,15:02
21542,-0.156330655,166,0,15:02
21563,-0.721536542,166,0,15:02
22506,0.787391883,166,0,15:02
22619,-0.071745369,166,0,15:02
22850,0.105521743,166,0,15:02
23136,0.237327992,166,0,15:02
23229,-0.339666886,166,0,15:02
23322,-0.070945819,166,0,15:02
23822,-0.907495368,166,0,15:02
24172,-0.605137005,166,0,15:02
24581,0.302435345,166,0,15:02
24791,0.043773268,166,0,15:02
24868,-0.30430411,166,0,15:02
24872,0.199236149,166,0,15:02
24909,0.226120638,166,0,15:02
25061,0.298786181,166,0,15:02
25567,-0.55695649,166,0,15:02
25732,0.007707012,166,0,15:02
25945,0.193958763,166,0,15:02
25976,-0.04293524,166,0,15:02
26242,0.071807359,166,0,15:02
26565,0.11808627,166,0,15:02
26612,0.086460373,166,0,15:02
27168,0.708256568,166,0,15:02
27210,0.45368949,166,0,15:02
27254,-0.927676868,166,0,15:02
27356,1.276741286,166,0,15:02
27822,0.092164536,166,0,15:02
27882,0.733560211,166,0,15:02
28701,0.141008919,166,0,15:02
28735,-0.090341828,166,0,15:02
29060,0.981991678,166,0,15:02
29070,-0.016725485,166,0,15:02
29100,-1.015188336,166,0,15:02
29502,0.024277737,166,0,15:02
29865,0.669999694,166,0,15:02
30055,0.48490891,166,0,15:02
30249,-0.117593822,166,0,15:02
30372,0.111460523,166,0,15:02
30376,-0.252869586,166,0,15:02
30403,0.411031246,166,0,15:02
30452,0.242662776,166,0,15:02
30961,0.067307207,166,0,15:02
30984,-0.092381678,166,0,15:02
31152,-1.281952923,166,0,15:02
31658,-0.21661817,166,0,15:02
31796,0.025101958,166,0,15:02
32013,-0.073501527,166,0,15:02
32058,0,166,0,15:02
32189,0.037583154,166,0,15:02
32349,-0.228714771,166,0,15:02
32460,1.78472463,166,0,15:02
32574,0.426509338,166,0,15:02
32741,0.020972047,166,0,15:02
33059,0.816269609,166,0,15:02
33099,0.449876253,166,0,15:02
33223,0.49191467,166,0,15:02
33333,0.016260067,166,0,15:02
33385,0.609158447,166,0,15:02
33536,-0.147853336,166,0,15:02
33633,-0.307424038,166,0,15:02
34303,-0.644923843,166,0,15:02
34504,-0.219783737,166,0,15:02
34521,0.081019896,166,0,15:02
34555,-0.247759459,166,0,15:02
35053,0.780136039,166,0,15:02
35637,0.603466724,166,0,15:02
35714,-0.607179252,166,0,15:02
36033,-0.134430272,166,0,15:02
36106,0.557262379,166,0,15:02
36258,0.173225549,166,0,15:02
36269,-0.601568286,166,0,15:02
36760,0.240220566,166,0,15:02
36934,0.017530843,166,0,15:02
36935,-0.087257088,166,0,15:02
37075,0.546202815,166,0,15:02
37310,-0.196887305,166,0,15:02
37556,-0.185226804,166,0,15:02
37631,-0.780312199,166,0,15:02
37684,-0.128747795,166,0,15:02
37808,-0.38329106,166,0,15:02
38487,-0.004252243,166,0,15:02
38878,-0.703632094,166,0,15:02
38891,0.40047594,166,0,15:02
39311,0.06664128,166,0,15:02
39562,0.244256284,166,0,15:02
39593,1.469000649,166,0,15:02
39969,-0.232766395,166,0,15:02
40382,0.428312078,166,0,15:02
40441,-0.130413513,166,0,15:02
40494,-0.148912534,166,0,15:02
40634,0.458179776,166,0,15:02
40770,-0.083717036,166,0,15:02
40811,-0.304556116,166,0,15:02
40952,0.465580429,166,0,15:02
41135,0.523439439,166,0,15:02
41300,-0.648114074,166,0,15:02
41367,-0.278507204,166,0,15:02
41475,0.093889,166,0,15:02
41567,0.777410419,166,0,15:02
41762,0.981156101,166,0,15:02
41791,-0.13688317,166,0,15:02
41838,0.384352666,166,0,15:02
41902,1.122500719,166,0,15:02
42104,-0.286672477,166,0,15:02
42227,0.087798887,166,0,15:02
42483,-0.321957558,166,0,15:02
42738,-1.408837504,166,0,15:02
42874,-0.340384148,166,0,15:02
43180,-0.265061758,166,0,15:02
43471,-0.134758072,166,0,15:02
43629,-0.265668492,166,0,15:02
43667,0.789626283,166,0,15:02
43796,0.268891308,166,0,15:02
43980,0.268448691,166,0,15:02
44273,0.056666588,166,0,15:02
44569,-1.751069776,166,0,15:02
44761,-1.239710999,166,0,15:02
44771,0.707534832,166,0,15:02
44841,-0.087145697,166,0,15:02
45082,-0.378685712,166,0,15:02
45401,-0.217277942,166,0,15:02
45428,-0.022416499,166,0,15:02
45484,-0.032027672,166,0,15:02
45627,-0.191817228,166,0,15:02
45938,0.825370148,166,0,15:02
46171,-0.03104542,166,0,15:02
46451,-0.886131443,166,0,15:02
46691,-0.601760872,166,0,15:02
46888,0.402402874,166,0,15:02
46920,-0.052727131,166,0,15:02
47002,-0.175244264,166,0,15:02
47137,0.238551228,166,0,15:02
47231,-0.369029264,166,0,15:02
47380,-0.554822223,166,0,15:02
47426,-0.10972795,166,0,15:02
47456,0.083609244,166,0,15:02
47519,-0.23555336,166,0,15:02
47716,0.160586967,166,0,15:02
47960,0.24735562,166,0,15:02
48510,-0.122055112,166,0,15:02
49237,-0.015311591,166,0,15:02
49381,-0.092705433,166,0,15:02
49421,-0.096690534,166,0,15:02
49752,-0.288854806,166,0,15:02
49823,0.136940355,166,0,15:02
50260,-0.273154174,166,0,15:02
50601,0.777776697,166,0,15:02
50808,0.44555941,166,0,15:02
50918,-0.055102328,166,0,15:02
50939,-0.025173699,166,0,15:02
50952,1.0360707,166,0,15:02
50988,0,166,0,15:02
51074,-0.506263733,166,0,15:02
51184,0.071044352,166,0,15:02
51274,-0.200631534,166,0,15:02
51277,0.042896957,166,0,15:02
51370,0.944121019,166,0,15:02
51452,0.582314254,166,0,15:02
51551,-0.194833028,166,0,15:02
51622,-0.808900696,166,0,15:02
51698,0.15261333,166,0,15:02
51727,1.089666717,166,0,15:02
51956,0.589626349,166,0,15:02
52295,0.14901171,166,0,15:02
52383,-0.519854976,166,0,15:02
52758,0.094037671,166,0,15:02
52966,0.305669512,166,0,15:02
53174,0.450237432,166,0,15:02
53238,0.583827662,166,0,15:02
53281,0.524720149,166,0,15:02
53395,0.014781966,166,0,15:02
53412,-0.03884102,166,0,15:02
53440,0.534423386,166,0,15:02
53598,1.224997256,166,0,15:02
53923,-1.188906542,166,0,15:02
54226,0.728377392,166,0,15:02
54419,0.010717348,166,0,15:02
55051,-0.242547446,166,0,15:02
55167,-0.127763985,166,0,15:02
55180,0.272466998,166,0,15:02
55371,0.005173573,166,0,15:02
55401,-0.147681103,166,0,15:02
55620,-0.568765417,166,0,15:02
55696,1.219124045,166,0,15:02
55742,0.112968866,166,0,15:02
55942,-0.389167955,166,0,15:02
56096,0.89146885,166,0,15:02
56367,0.087661002,166,0,15:02
56854,0.512951009,166,0,15:02
56880,-0.211853925,166,0,15:02
56906,-0.630453989,166,0,15:02
57034,0.0636892,166,0,15:02
57065,0.135395137,166,0,15:02
57112,-0.212464598,166,0,15:02
57268,-0.151968467,166,0,15:02
57515,-0.04581943,166,0,15:02
57878,-0.064702878,166,0,15:02
58035,0.901208796,166,0,15:02
87479,-0.206284558,166,0,15:02
87699,0.026092718,166,0,15:02
88089,0.07705322,166,0,15:02
88265,-0.031717907,166,0,15:02
88615,0.294779656,166,0,15:02
88838,0.165780791,166,0,15:02
89078,-0.234094223,166,0,15:02
89152,-0.04538051,166,0,15:02
89437,0.126813086,166,0,15:02
89867,0.052388499,166,0,15:02
89883,0.432579996,166,0,15:02
89892,0.254166804,166,0,15:02
90209,-0.167790922,166,0,15:02
90238,0.121262935,166,0,15:02
90623,0.308511559,166,0,15:02
90827,0.571477776,166,0,15:02
90901,1.088423198,166,0,15:02
90969,0.374335341,166,0,15:02
90999,0.260692698,166,0,15:02
91065,1.154726239,166,0,15:02
91367,-0.168624914,166,0,15:02
91386,-0.416527393,166,0,15:02
91514,0.594065245,166,0,15:02
91648,-0.672701807,166,0,15:02
91682,-0.073707392,166,0,15:02
91730,0.025850298,166,0,15:02
91835,0.288723511,166,0,15:02
91967,-0.111897593,166,0,15:02
92034,0.162709978,166,0,15:02
92166,0.454172138,166,0,15:02
92170,0.698476788,166,0,15:02
92587,-0.626099752,166,0,15:02
93044,0.208506351,166,0,15:02
93090,-0.017477934,166,0,15:02
93587,0.001712622,166,0,15:02
94048,0.041349453,166,0,15:02
94169,-1.224403631,166,0,15:02
94298,0.062211062,166,0,15:02
94599,0.867276593,166,0,15:02
94691,0.060837193,166,0,15:02
95227,0.434061092,166,0,15:02
95240,0.697812004,166,0,15:02
95807,-1.008819121,166,0,15:02
95921,-0.118195956,166,0,15:02
95972,0.336897693,166,0,15:02
96042,0.266601145,166,0,15:02
96234,0.312604416,166,0,15:02
96495,1.065930669,166,0,15:02
97617,0.154205982,166,0,15:02
97620,-0.355729655,166,0,15:02
97632,-0.004433607,166,0,15:02
97642,0.524174623,166,0,15:02
97858,-0.142767957,166,0,15:02
97884,-0.276755778,166,0,15:02
97965,0.49713256,166,0,15:02
98059,0.37749716,166,0,15:02
98091,-0.305671182,166,0,15:02
98162,-0.031559964,166,0,15:02
98167,-0.079177122,166,0,15:02
98306,0.835535043,166,0,15:02
98345,-0.644342059,166,0,15:02
98355,0.061561076,166,0,15:02
98442,-0.081474107,166,0,15:02
98463,-0.096344574,166,0,15:02
98550,0.223684553,166,0,15:02
98557,-0.157989136,166,0,15:02
98564,-0.06949412,166,0,15:02
98990,0.528296078,166,0,15:02
99017,-0.348980247,166,0,15:02
99191,0.360738546,166,0,15:02
99218,0.055622753,166,0,15:02
99780,0.139314572,166,0,15:02
100025,0.20424029,166,0,15:02
100122,0.061491089,166,0,15:02
100222,-0.173488199,166,0,15:02
100245,-1.072035516,166,0,15:02
100247,-0.415354659,166,0,15:02
100506,-0.52353221,166,0,15:02
100685,1.422901402,166,0,15:02
100724,-0.134646486,166,0,15:02
100790,0.041585362,166,0,15:02
100903,-0.441424275,166,0,15:02
100922,-0.566188069,166,0,15:02
101074,-0.089089973,166,0,15:02
101517,0,166,0,15:02
101688,-0.054374588,166,0,15:02
101730,0.084160427,166,0,15:02
101754,0.764283449,166,0,15:02
101767,-0.289441112,166,0,15:02
102937,-0.065176057,166,0,15:02
102972,-0.91442204,166,0,15:02
103136,-0.769703963,166,0,15:02
103151,-0.937769763,166,0,15:02
103263,-0.611238117,166,0,15:02
103483,0.166246362,166,0,15:02
103599,-1.577806306,166,0,15:02
104081,0.039077765,166,0,15:02
104594,-1.251161787,166,0,15:02
105049,0.158010551,166,0,15:02
105120,-0.5634295,166,0,15:02
105176,-0.02287208,166,0,15:02
105620,0,166,0,15:02
105879,-0.118413771,166,0,15:02
106636,0.598601709,166,0,15:02
106783,-0.220466501,166,0,15:02
764,0.861222264,167,0,15:04
1014,-0.190212573,167,0,15:04
1030,-0.876060691,167,0,15:04
1241,-0.267470328,167,0,15:04
1368,-0.348476423,167,0,15:04
1595,0.003790064,167,0,15:04
1781,0.96982207,167,0,15:04
2115,0.124941638,167,0,15:04
2186,-0.087807068,167,0,15:04
2252,-0.602595797,167,0,15:04
2463,0.405741073,167,0,15:04
2647,-0.782198614,167,0,15:04
2905,1.091583597,167,0,15:04
3021,0.503268039,167,0,15:04
3073,-1.154551661,167,0,15:04
3247,-0.709854541,167,0,15:04
3265,-0.003733991,167,0,15:04
3381,0.058016782,167,0,15:04
3384,0.007618354,167,0,15:04
3433,0.23754649,167,0,15:04
3471,0.232511855,167,0,15:04
3568,0.635039948,167,0,15:04
3593,-0.780757161,167,0,15:04
3606,0.470781124,167,0,15:04
3855,-0.031064037,167,0,15:04
4078,-0.432707862,167,0,15:04
4087,-1.267779207,167,0,15:04
4375,0.621894459,167,0,15:04
4532,-0.087370929,167,0,15:04
4724,0.410664601,167,0,15:04
4822,-0.831298067,167,0,15:04
4965,-1.704738138,167,0,15:04
5036,0.18731664,167,0,15:04
5050,-0.129072229,167,0,15:04
5064,0.544841784,167,0,15:04
5151,-0.133344757,167,0,15:04
5158,-0.515311443,167,0,15:04
5400,-0.940856769,167,0,15:04
5598,-0.324307929,167,0,15:04
6048,0.033035324,167,0,15:04
6074,0.032840077,167,0,15:04
6256,-0.588929959,167,0,15:04
6663,0.719934681,167,0,15:04
7112,-0.215502384,167,0,15:04
7383,-0.197235267,167,0,15:04
7508,0.622180021,167,0,15:04
7644,-0.735304669,167,0,15:04
7690,-0.416094228,167,0,15:04
8007,-0.645406995,167,0,15:04
8054,-0.06097561,167,0,15:04
8222,0.068329347,167,0,15:04
8419,-0.082447513,167,0,15:04
8680,0.601282459,167,0,15:04
8753,-0.510940824,167,0,15:04
8920,0.545897353,167,0,15:04
8951,-0.121075027,167,0,15:04
9139,-0.030506406,167,0,15:04
9184,0.025314135,167,0,15:04
9232,-0.008822232,167,0,15:04
9479,0.513140019,167,0,15:04
9723,0.056160593,167,0,15:04
9888,0,167,0,15:04
10070,-0.260309274,167,0,15:04
10364,0.090063044,167,0,15:04
10451,-0.807201097,167,0,15:04
10652,0.217505766,167,0,15:04
11018,0.88991807,167,0,15:04
11931,-0.272458415,167,0,15:04
11952,-0.063212633,167,0,15:04
12300,-0.536455762,167,0,15:04
12459,0.352503911,167,0,15:04
12891,0.279445587,167,0,15:04
12999,0.617406052,167,0,15:04
13182,-0.034961979,167,0,15:04
13329,-0.197885607,167,0,15:04
13642,0.401545444,167,0,15:04
13767,-0.173172073,167,0,15:04
14014,0.451782768,167,0,15:04
14153,1.054693287,167,0,15:04
14231,-0.035558938,167,0,15:04
14396,-0.565227643,167,0,15:04
14590,-0.148054725,167,0,15:04
14712,0.755990132,167,0,15:04
15072,-0.099946271,167,0,15:04
15215,-0.753205589,167,0,15:04
15229,-0.025388765,167,0,15:04
15528,0.446954256,167,0,15:04
15531,0.520521902,167,0,15:04
15908,0.107247493,167,0,15:04
16041,0.40201862,167,0,15:04
16068,0.104704211,167,0,15:04
16128,-0.279263874,167,0,15:04
16281,0,167,0,15:04
16425,0.190256877,167,0,15:04
16439,0.166679379,167,0,15:04
17259,0.15550041,167,0,15:04
17794,-0.079370993,167,0,15:04
17817,-0.371176884,167,0,15:04
18296,-0.558611934,167,0,15:04
18608,-0.00701492,167,0,15:04
18867,0.236633883,167,0,15:04
19224,0.261833164,167,0,15:04
19243,-0.558037834,167,0,15:04
19413,0.213096444,167,0,15:04
19516,1.246390189,167,0,15:04
19808,0.566051007,167,0,15:04
19978,0.053840389,167,0,15:04
20078,0.025480737,167,0,15:04
20859,0.120194044,167,0,15:04
20887,-0.2527894,167,0,15:04
20941,-0.590956608,167,0,15:04
20970,-0.812466152,167,0,15:04
20999,-0.225686491,167,0,15:04
21111,0.315961512,167,0,15:04
21144,-0.141754149,167,0,15:04
22039,1.506508623,167,0,15:04
22420,-0.075241199,167,0,15:04
22557,0.265204505,167,0,15:04
22727,0.317046873,167,0,15:04
22745,0.118937356,167,0,15:04
22918,-0.302420576,167,0,15:04
23152,-0.007195303,167,0,15:04
23208,-0.029635012,167,0,15:04
23253,0.361537265,167,0,15:04
23559,0.446019728,167,0,15:04
23668,0.484177769,167,0,15:04
23679,-0.683188601,167,0,15:04
23800,0.844773188,167,0,15:04
23833,0.084585042,167,0,15:04
24134,-0.003371544,167,0,15:04
24466,0.311354787,167,0,15:04
24957,-0.279843953,167,0,15:04
24974,-0.241400121,167,0,15:04
25129,-0.037006199,167,0,15:04
25229,-0.662730166,167,0,15:04
25404,0.624265035,167,0,15:04
25474,-0.427461582,167,0,15:04
25574,-0.311981583,167,0,15:04
25687,0.725607025,167,0,15:04
25721,0.767424842,167,0,15:04
26442,-0.504939982,167,0,15:04
26476,-0.166935569,167,0,15:04
26585,0.495662085,167,0,15:04
26786,-0.296476845,167,0,15:04
26874,0.288620902,167,0,15:04
26926,0.799229562,167,0,15:04
27500,0.657067519,167,0,15:04
27530,-0.135060074,167,0,15:04
27809,-0.26762855,167,0,15:04
27847,-0.257929197,167,0,15:04
27961,-0.50250023,167,0,15:04
28068,0.767975871,167,0,15:04
28317,-0.377163116,167,0,15:04
28444,-0.471946393,167,0,15:04
28547,0.088569345,167,0,15:04
29157,-0.292839201,167,0,15:04
29182,0.175163083,167,0,15:04
29306,0.153245653,167,0,15:04
29463,0.152316101,167,0,15:04
29698,-0.955272461,167,0,15:04
30159,-1.050589622,167,0,15:04
30172,0.062283658,167,0,15:04
30336,-0.811833505,167,0,15:04
30606,0.353869207,167,0,15:04
30801,0.503858592,167,0,15:04
31050,-0.29809211,167,0,15:04
31086,-0.733877713,167,0,15:04
31249,0,167,0,15:04
31277,0.12771475,167,0,15:04
31570,0.199576879,167,0,15:04
31605,0.072361451,167,0,15:04
31607,-0.201975282,167,0,15:04
31725,-0.028586322,167,0,15:04
31765,-0.733266183,167,0,15:04
31993,0.110436786,167,0,15:04
32047,0.16799664,167,0,15:04
32386,-0.119582711,167,0,15:04
32631,-0.342769112,167,0,15:04
33064,0.121671762,167,0,15:04
33381,0.54406886,167,0,15:04
33409,0.319178921,167,0,15:04
33419,-0.540666126,167,0,15:04
34012,0.259266073,167,0,15:04
34028,0.178970917,167,0,15:04
34324,-0.883702092,167,0,15:04
34638,-0.433299903,167,0,15:04
34951,-0.297302501,167,0,15:04
